"#ID","domain","phylum","class","order","family","genus","species"
"NBDL-HR5SFP71QM6J5W","Eukaryota","Chordata","Actinopteri","Blenniiformes","Blenniidae","Ecsenius","Ecsenius tigris"
"NBDL-HK3QFJ37P4B89W","Eukaryota","Chordata","Actinopteri","Carangiformes","Carangidae","Uraspis","Uraspis uraspis"
"NBDL-HK3RX9CGMZNTAZ","Eukaryota","Chordata","Actinopteri","Perciformes","Triglidae","Lepidotrigla","Lepidotrigla japonica"
"NBDL-HK3T892FJMB3TP","Eukaryota","Chordata","Actinopteri","Centrarchiformes","Terapontidae","Pelates","Pelates sexlineatus"
"NBDL-HRXJ1RGJK7YZ23","Eukaryota","Chordata","Actinopteri","Blenniiformes","Pomacentridae","Plectroglyphidodon","Parma oligolepis"
"NBDL-J1XVBWRFMV43Z0","Eukaryota","Chordata","Actinopteri","Tetraodontiformes","Balistidae","Rhinecanthus","Rhinecanthus abyssus"
"NBDL-J1XVBWPPHT92QF","Eukaryota","Chordata","Actinopteri","Beryciformes","Holocentridae","Neoniphon","Neoniphon aurolineatus"
"NBDL-HK3RZTQRH4ZKD9","Eukaryota","Chordata","Actinopteri","Perciformes","Synanceiidae","Cottapistus","Cottapistus scorpio"
"NBDL-HK3RC4EEKA7AF4","Eukaryota","Chordata","Actinopteri","Perciformes","Platycephalidae","Kumococius","Kumococius rodericensis"
"NBDL-HR5SFNYMNTZ07C","Eukaryota","Chordata","Actinopteri","Blenniiformes","Pomacentridae","Dischistodus","Dischistodus perspicillatus"
"NBDL-HK3SXDXDN352T3","Eukaryota","Chordata","Actinopteri","Perciformes","Anthiadidae","Hypoplectrodes","Hypoplectrodes maccullochi"
"NBDL-HZ4562FGPQ3HT3","Eukaryota","Chordata","Actinopteri","Myctophiformes","Myctophidae","Myctophum","Myctophum phengodes"
"NBDL-HK3QQM04N1KNYX","Eukaryota","Chordata","Actinopteri","Acanthuriformes","Nemipteridae","Nemipterus","Nemipterus virgatus"
"NBDL-HXDQPBBWQQ3TEV","Eukaryota","Chordata","Actinopteri","Carangiformes","Samaridae","Plagiopsetta","Plagiopsetta glossa"
"NBDL-J1XVBWNZMT3ADP","Eukaryota","Chordata","Actinopteri","Mugiliformes","Mugilidae","Moolgarda","Moolgarda cunnesius"
"NBDL-HK3S9B67H3CEKA","Eukaryota","Chordata","Actinopteri","Ophidiiformes","Ophidiidae","Lamprogrammus","Lamprogrammus shcherbachevi"
"NBDL-HK3SMQFYGSJYF3","Eukaryota","Chordata","Actinopteri","Acropomatiformes","Glaucosomatidae","Glaucosoma","Glaucosoma buergeri"
"NBDL-JFE9FMFCHY4T4S","Eukaryota","Chordata","Actinopteri","Anguilliformes","Synaphobranchidae","Haptenchelys","Haptenchelys texis"
"NBDL-HZ4562A4JMPWYS","Eukaryota","Chordata","Actinopteri","Syngnathiformes","Syngnathidae","Micrognathus","Micrognathus andersonii"
"NBDL-HHG28F3SJBCW65","Eukaryota","Chordata","Actinopteri","Gadiformes","Macrouridae","Coryphaenoides","Coryphaenoides filicauda"
"NBDL-HK3QQM1EH1NSM5","Eukaryota","Chordata","Actinopteri","Acanthuriformes","Lethrinidae","Lethrinus","Lethrinus variegatus"
"NBDL-HR5S2B3XG34R0B","Eukaryota","Chordata","Actinopteri","Syngnathiformes","Mullidae","Parupeneus","Parupeneus barberinus"
"NBDL-HR5S2AYBM4GM05","Eukaryota","Chordata","Actinopteri","Gobiiformes","Apogonidae","Ostorhinchus","Ostorhinchus limenus"
"NBDL-HK3S9B5RJ3P9HB","Eukaryota","Chordata","Actinopteri","Ophidiiformes","Ophidiidae","Typhlonus","Typhlonus nasus"
"NBDL-HK48NMJNGSBW9Q","Eukaryota","Chordata","Actinopteri","Gobiiformes","Apogonidae","Jaydia","Jaydia argyrogaster"
"NBDL-HK3QY5NEM9N2DE","Eukaryota","Chordata","Actinopteri","Tetraodontiformes","Monacanthidae","Eubalichthys","Eubalichthys quadrispinis"
"NBDL-HK3Q46W6PWEFQP","Eukaryota","Chordata","Elasmobranchii","Myliobatiformes","Dasyatidae","Hemitrygon","Hemitrygon fluviorum"
"NBDL-J1XVBWRQMV7QA0","Eukaryota","Chordata","Actinopteri","Myctophiformes","Myctophidae","Diaphus","Diaphus termophilus"
"NBDL-HK3QD0SMGSD6AP","Eukaryota","Chordata","Actinopteri","Carangiformes","Carangidae","Platycaranx","Platycaranx chrysophrys"
"NBDL-HR5S2AVEJ4SWZK","Eukaryota","Chordata","Actinopteri","Perciformes","Anthiadidae","Hypoplectrodes","Hypoplectrodes annulatus"
"NBDL-HR5S2AXFN4NXR8","Eukaryota","Chordata","Actinopteri","Blenniiformes","Clinidae","Cristiceps","Cristiceps aurantiacus"
"NBDL-J1XVBWQVQTBVJB","Eukaryota","Chordata","Actinopteri","Centrarchiformes","Girellidae","Girella","Girella zebra"
"NBDL-HK3PGJCJHR1QJS","Eukaryota","Chordata","Elasmobranchii","Carcharhiniformes","Triakidae","Mustelus","Mustelus ravidus"
"NBDL-HK3QY5P3N9W3TF","Eukaryota","Chordata","Actinopteri","Tetraodontiformes","Monacanthidae","Pseudalutarius","Pseudalutarius nasicornis"
"NBDL-HHG28F39JBKVW5","Eukaryota","Chordata","Actinopteri","Aulopiformes","Synodontidae","Synodus","Synodus jaculum"
"NBDL-HR5S2B64P2W7N5","Eukaryota","Chordata","Actinopteri","Acanthuriformes","Siganidae","Siganus","Siganus argenteus"
"NBDL-HZ4562AXGMQF15","Eukaryota","Chordata","Actinopteri","Syngnathiformes","Syngnathidae","Hippichthys","Hippichthys penicillus"
"NBDL-HK3RDJR4J2S3YE","Eukaryota","Chordata","Actinopteri","Aulopiformes","Synodontidae","Synodus","Synodus oculeus"
"NBDL-HK3T1ZWNHNERAR","Eukaryota","Chordata","Actinopteri","Acropomatiformes","Dinolestidae","Dinolestes","Dinolestes lewini"
"NBDL-J1XVBW6HKRYYHV","Eukaryota","Chordata","Actinopteri","Perciformes","Triglidae","Scalicus","Scalicus orientalis"
"NBDL-HZ4562EQMQ1W2Z","Eukaryota","Chordata","Actinopteri","Acanthuriformes","Lethrinidae","Lethrinus","Lethrinus obsoletus"
"NBDL-HZ4562CJKMT48P","Eukaryota","Chordata","Actinopteri","Blenniiformes","Clinidae","Sticharium","Sticharium clarkae"
"NBDL-HK3PGJ9RHRJ1QB","Eukaryota","Chordata","Elasmobranchii","Hexanchiformes","Hexanchidae","Notorynchus","Notorynchus cepedianus"
"NBDL-HK3SDG82H3S3WE","Eukaryota","Chordata","Actinopteri","Lophiiformes","Ogcocephalidae","Halieutaea","Halieutaea stellata"
"NBDL-HK3S2V73Q9RQEQ","Eukaryota","Chordata","Actinopteri","Perciformes","Synanceiidae","Paracentropogon","Paracentropogon longispinis"
"NBDL-HHG28F5JKBBYCP","Eukaryota","Chordata","Actinopteri","Gadiformes","Moridae","Notophycis","Notophycis marginata"
"NBDL-HK3SZKVHKDRDMB","Eukaryota","Chordata","Actinopteri","Acropomatiformes","Pentacerotidae","Pentaceropsis","Pentaceropsis recurvirostris"
"NBDL-HXDQPBXQJNC3XR","Eukaryota","Chordata","Actinopteri","Gobiiformes","Apogonidae","Apogonichthyoides","Apogonichthyoides atripes"
"NBDL-HXDQPBPYKM7QKD","Eukaryota","Chordata","Actinopteri","Blenniiformes","Clinidae","Heteroclinus","Heteroclinus heptaeolus"
"NBDL-HK4A8AF4HAHQVR","Eukaryota","Chordata","Actinopteri","Labriformes","Pinguipedidae","Parapercis","Parapercis nebulosa"
"NBDL-HR5S2AYVM4GEY5","Eukaryota","Chordata","Actinopteri","Centrarchiformes","Microcanthidae","Microcanthus","Microcanthus joyceae"
"NBDL-HK4A8AEDQAGJ2M","Eukaryota","Chordata","Actinopteri","Labriformes","Uranoscopidae","Uranoscopus","Uranoscopus bicinctus"
"NBDL-HK3RZTR4J4CX2J","Eukaryota","Chordata","Actinopteri","Perciformes","Neosebastidae","Maxillicosta","Maxillicosta whitleyi"
"NBDL-HK4AMQZ0GCPHNQ","Eukaryota","Chordata","Actinopteri","Tetraodontiformes","Triacanthidae","Trixiphichthys","Trixiphichthys weberi"
"NBDL-HK3Q0HACGJBV7E","Eukaryota","Chordata","Elasmobranchii","Rajiformes","Arhynchobatidae","Bathyraja","Bathyraja eatonii"
"NBDL-J1XVBWQ0NT8RG7","Eukaryota","Chordata","Actinopteri","Scombriformes","Scombridae","Gymnosarda","Gymnosarda unicolor"
"NBDL-HK3SMQE4MSMWKV","Eukaryota","Chordata","Actinopteri","Scombriformes","Arripidae","Arripis","Arripis truttaceus"
"NBDL-HK4A8AFPNAG1R0","Eukaryota","Chordata","Actinopteri","Perciformes","Platycephalidae","Rogadius","Rogadius patriciae"
"NBDL-HR5S2B3QM3489K","Eukaryota","Chordata","Actinopteri","Carangiformes","Sphyraenidae","Sphyraena","Sphyraena acutipinnis"
"NBDL-HK4A8AFHQAG514","Eukaryota","Chordata","Actinopteri","Labriformes","Pinguipedidae","Parapercis","Parapercis xanthozona"
"NBDL-HK3QY5P7N9W9DZ","Eukaryota","Chordata","Actinopteri","Tetraodontiformes","Monacanthidae","Thamnaconus","Thamnaconus hypargyreus"
"NBDL-HXDQPB92GQ0C2E","Eukaryota","Chordata","Actinopteri","Myctophiformes","Myctophidae","Diaphus","Diaphus coeruleus"
"NBDL-HR5SFP36NM08ZT","Eukaryota","Chordata","Actinopteri","Blenniiformes","Tripterygiidae","Ucla","Ucla xenogrammus"
"NBDL-HK3QFJ2ZP48NTW","Eukaryota","Chordata","Actinopteri","Carangiformes","Carangidae","Trachurus","Trachurus declivis"
"NBDL-HK3R0HKPK7YDPN","Eukaryota","Chordata","Actinopteri","Anguilliformes","Muraenidae","Gymnothorax","Gymnothorax isingteena"
"NBDL-HR5S2AVZM4R1Q7","Eukaryota","Chordata","Actinopteri","Trachichthyiformes","Monocentridae","Cleidopus","Cleidopus gloriamaris"
"NBDL-J1XVBWT3QVBNVN","Eukaryota","Chordata","Actinopteri","Acanthuriformes","Lutjanidae","Lutjanus","Lutjanus timorensis"
"NBDL-HHG28F35JBKH2N","Eukaryota","Chordata","Actinopteri","Aulopiformes","Synodontidae","Saurida","Saurida grandisquamis"
"NBDL-HXDQPB9KJQ0QP2","Eukaryota","Chordata","Actinopteri","Clupeiformes","Chirocentridae","Chirocentrus","Chirocentrus dorab"
"NBDL-HXDQPC00G6YQNJ","Eukaryota","Chordata","Actinopteri","Gobiiformes","Apogonidae","Ozichthys","Ozichthys albimaculosus"
"NBDL-HR5S2AW3N4QQ1R","Eukaryota","Chordata","Actinopteri","Blenniiformes","Clinidae","Heteroclinus","Heteroclinus whiteleggii"
"NBDL-HK3R0HNAG7SYP2","Eukaryota","Chordata","Actinopteri","Anguilliformes","Congridae","Bathycongrus","Bathycongrus wallacei"
"NBDL-HXDQPBVRQNZ7GK","Eukaryota","Chordata","Actinopteri","Tetraodontiformes","Tetraodontidae","Canthigaster","Canthigaster bennetti"
"NBDL-HK3SXDWRQ34D57","Eukaryota","Chordata","Actinopteri","Perciformes","Epinephelidae","Triso","Triso dermopterus"
"NBDL-HK3SZKWHMDPHJC","Eukaryota","Chordata","Actinopteri","Clupeiformes","Dussumieriidae","Dussumieria","Dussumieria apollo"
"NBDL-HR5S2B2XG35BMB","Eukaryota","Chordata","Actinopteri","Gobiiformes","Apogonidae","Fibramia","Fibramia thermalis"
"NBDL-HK3SMQDYHSA9H6","Eukaryota","Chordata","Actinopteri","Scombriformes","Arripidae","Arripis","Arripis georgianus"
"NBDL-HK3T5NT2NR0PD3","Eukaryota","Chordata","Actinopteri","Acanthuriformes","Sciaenidae","Austronibea","Austronibea oedogenys"
"NBDL-HR5S2B5EQ2HPQ8","Eukaryota","Chordata","Actinopteri","Acropomatiformes","Pempheridae","Pempheris","Pempheris compressa"
"NBDL-HR5S2B31G35RHV","Eukaryota","Chordata","Actinopteri","Acropomatiformes","Pempheridae","Pempheris","Pempheris multiradiata"
"NBDL-HR5S2B69G2WZHS","Eukaryota","Chordata","Actinopteri","Acanthuriformes","Haemulidae","Plectorhinchus","Plectorhinchus lineatus"
"NBDL-HK3RZTRBM4DNE6","Eukaryota","Chordata","Actinopteri","Perciformes","Synanceiidae","Liocranium","Liocranium pleurostigma"
"NBDL-HR5S2B45H2GNNC","Eukaryota","Chordata","Actinopteri","Blenniiformes","Blenniidae","Omobranchus","Omobranchus anolius"
"NBDL-J1XVBWQFQT8EDV","Eukaryota","Chordata","Actinopteri","Labriformes","Labridae","Chlorurus","Scarus sordidus"
"NBDL-J1XVBWQ5KT87Z3","Eukaryota","Chordata","Actinopteri","Labriformes","Pinguipedidae","Parapercis","Parapercis hexophtalma"
"NBDL-J1XVBWGCJVRGKG","Eukaryota","Chordata","Actinopteri","Perciformes","Scorpaenidae","Ectreposebastes","Ectreposebastes niger"
"NBDL-JFE9FMW7GH78XG","Eukaryota","Chordata","Actinopteri","Perciformes","Psychrolutidae","Ambophthalmos","Ambophthalmos magnicirrus"
"NBDL-HK3Q0H8PKJNEPK","Eukaryota","Chordata","Elasmobranchii","Pristiophoriformes","Pristiophoridae","Pristiophorus","Pristiophorus cirratus"
"NBDL-HK4A8AFGHAG4Q8","Eukaryota","Chordata","Actinopteri","Labriformes","Pinguipedidae","Parapercis","Parapercis rubromaculata"
"NBDL-HK4AMQYFJCQV4B","Eukaryota","Chordata","Actinopteri","Gobiiformes","Apogonidae","Gymnapogon","Gymnapogon velum"
"NBDL-HK3PNAQXHR25MS","Eukaryota","Chordata","Elasmobranchii","Carcharhiniformes","Carcharhinidae","Carcharhinus","Carcharhinus obscurus"
"NBDL-J1XVBWCDGR63FJ","Eukaryota","Chordata","Actinopteri","Perciformes","Scorpaenidae","Scorpaenodes","Scorpaenodes evides"
"NBDL-HK4A8ADAGAYFJ5","Eukaryota","Chordata","Actinopteri","Syngnathiformes","Callionymidae","Dactylopus","Dactylopus dactylopus"
"NBDL-HXDQPC0SP6WF2Y","Eukaryota","Chordata","Actinopteri","Stomiiformes","Stomiidae","Polymetme","Polymetme surugaensis"
"NBDL-HK3S9B63H3C8ST","Eukaryota","Chordata","Actinopteri","Ophidiiformes","Bythitidae","Paraphyonus","Paraphyonus rassi"
"NBDL-HK3RZTPWH4WCRS","Eukaryota","Chordata","Actinopteri","Beryciformes","Berycidae","Centroberyx","Centroberyx gerrardi"
"NBDL-HK3T5NQBQQ1SYS","Eukaryota","Chordata","Actinopteri","Carangiformes","Paralichthyidae","Pseudorhombus","Pseudorhombus megalops"
"NBDL-HXDQPBT8QNWCTK","Eukaryota","Chordata","Actinopteri","Tetraodontiformes","Tetraodontidae","Torquigener","Torquigener pleurogramma"
"NBDL-HXDQPBR1PNS4S2","Eukaryota","Chordata","Actinopteri","Galaxiiformes","Galaxiidae","Galaxias","Galaxias truttaceus"
"NBDL-HRXJ1RHTK7WY53","Eukaryota","Chordata","Actinopteri","Acanthuriformes","Chaetodontidae","Chaetodon","Chaetodon semeion"
"NBDL-HR5S2AZEP4J7NS","Eukaryota","Chordata","Actinopteri","Acanthuriformes","Acanthuridae","Acanthurus","Acanthurus nigricauda"
"NBDL-HK4AMR07J9082G","Eukaryota","Chordata","Actinopteri","Acanthuriformes","Acanthuridae","Naso","Naso unicornis"
"NBDL-HK3PGJB8JRD6PE","Eukaryota","Chordata","Elasmobranchii","Carcharhiniformes","Pentanchidae","Apristurus","Apristurus platyrhynchus"
"NBDL-HK3QY5NQP9J6BJ","Eukaryota","Chordata","Actinopteri","Tetraodontiformes","Monacanthidae","Monacanthus","Monacanthus chinensis"
"NBDL-HK3RX9DXJZQQWV","Eukaryota","Chordata","Actinopteri","Polymixiiformes","Polymixiidae","Polymixia","Polymixia nobilis"
"NBDL-HK3RC4ESHA6C80","Eukaryota","Chordata","Actinopteri","Perciformes","Platycephalidae","Ratabulus","Ratabulus diversidens"
"NBDL-HXDQPBDRMMSHF4","Eukaryota","Chordata","Actinopteri","Gadiformes","Macrouridae","Coelorinchus","Coelorinchus maurofasciatus"
"NBDL-HK3Q46VVQW4S95","Eukaryota","Chordata","Elasmobranchii","Rajiformes","Rajidae","Spiniraja","Spiniraja whitleyi"
"NBDL-HR5S2AVVM4RVXQ","Eukaryota","Chordata","Actinopteri","Labriformes","Labridae","Hologymnosus","Hologymnosus annulatus"
"NBDL-J1XVBW79KV0ZGV","Eukaryota","Chordata","Actinopteri","Lophiiformes","Ogcocephalidae","Halieutopsis","Halieutopsis okamurai"
"NBDL-HK3QFJ3TG4A7FG","Eukaryota","Chordata","Actinopteri","Acanthuriformes","Lutjanidae","Lutjanus","Lutjanus bitaeniatus"
"NBDL-HR5SFNW5PTV9HD","Eukaryota","Chordata","Actinopteri","Labriformes","Labridae","Stethojulis","Stethojulis bandanensis"
"NBDL-HR5S2B48K2K040","Eukaryota","Chordata","Actinopteri","Labriformes","Labridae","Halichoeres","Halichoeres miniatus"
"NBDL-HK3QHXRGKPSW9X","Eukaryota","Chordata","Actinopteri","Acanthuriformes","Lutjanidae","Lutjanus","Lutjanus rivulatus"
"NBDL-HK3R7JSFN14P36","Eukaryota","Chordata","Actinopteri","Argentiniformes","Opisthoproctidae","Winteria","Winteria telescopa"
"NBDL-HXDQPBEAQMV3Y9","Eukaryota","Chordata","Actinopteri","Gadiformes","Macrouridae","Coryphaenoides","Coryphaenoides affinis"
"NBDL-HK3QY5QKN9XWGF","Eukaryota","Chordata","Actinopteri","Tetraodontiformes","Ostraciidae","Ostracion","Ostracion nasus"
"NBDL-HZ45629EKMG77M","Eukaryota","Chordata","Actinopteri","Blenniiformes","Plesiopidae","Assessor","Assessor flavissimus"
"NBDL-HR5S2B3CJ35GDZ","Eukaryota","Chordata","Actinopteri","Blenniiformes","Pomacentridae","Chromis","Chromis atripectoralis"
"NBDL-HXDQPBGHPMCMFP","Eukaryota","Chordata","Actinopteri","Gadiformes","Macrouridae","Nezumia","Nezumia propinqua"
"NBDL-HR5S2AZXG4KY1D","Eukaryota","Chordata","Actinopteri","Perciformes","Anthiadidae","Hypoplectrodes","Hypoplectrodes nigroruber"
"NBDL-HK3R7JSMK15RX2","Eukaryota","Chordata","Actinopteri","Zeiformes","Oreosomatidae","Allocyttus","Allocyttus verrucosus"
"NBDL-HR5S2AXDH4N0MG","Eukaryota","Chordata","Actinopteri","Labriformes","Labridae","Cheilinus","Cheilinus trilobatus"
"NBDL-HK3SZKWPJD96KR","Eukaryota","Chordata","Actinopteri","Clupeiformes","Dorosomatidae","Herklotsichthys","Herklotsichthys koningsbergeri"
"NBDL-J1XVBWGZMVSR04","Eukaryota","Chordata","Actinopteri","Perciformes","Scorpaenidae","Scorpaenopsis","Scorpaenopsis papuensis"
"NBDL-HK3T5NRVGR6JSA","Eukaryota","Chordata","Actinopteri","Scombriformes","Gempylidae","Paradiplospinus","Paradiplospinus gracilis"
"NBDL-HK3S2V6CHA6VQB","Eukaryota","Chordata","Actinopteri","Perciformes","Scorpaenidae","Lythrichthys","Lythrichthys eulabes"
"NBDL-HK3S2V61K9S66F","Eukaryota","Chordata","Actinopteri","Perciformes","Neosebastidae","Neosebastes","Neosebastes occidentalis"
"NBDL-HK3SZKV6HDS1AQ","Eukaryota","Chordata","Actinopteri","Acropomatiformes","Pentacerotidae","Pentaceros","Pseudopentaceros richardsoni"
"NBDL-HXDQPBJYQMKW97","Eukaryota","Chordata","Elasmobranchii","Pristiophoriformes","Pristiophoridae","Pristiophorus","Pristiophorus delicatus"
"NBDL-HK3R0HNNJ862CP","Eukaryota","Chordata","Actinopteri","Anguilliformes","Congridae","Conger","Conger verreauxi"
"NBDL-HR5S2B5NH2Y07C","Eukaryota","Chordata","Actinopteri","Blenniiformes","Pomacentridae","Pycnochromis","Chromis margaritifer"
"NBDL-HK3RZTR5G4CZFE","Eukaryota","Chordata","Actinopteri","Perciformes","Neosebastidae","Maxillicosta","Maxillicosta scabriceps"
"NBDL-HXDQPBBKNQ3FF7","Eukaryota","Chordata","Actinopteri","Carangiformes","Rhombosoleidae","Ammotretis","Ammotretis rostratus"
"NBDL-HR5S2B6QM2XVA1","Eukaryota","Chordata","Actinopteri","Scombriformes","Bramidae","Pteraclis","Pteraclis velifera"
"NBDL-HR5S2AVKM4VEGQ","Eukaryota","Chordata","Actinopteri","Carangiformes","Soleidae","Pardachirus","Pardachirus hedleyi"
"NBDL-HR5S2B1QN3635P","Eukaryota","Chordata","Actinopteri","Acanthuriformes","Pomacanthidae","Pygoplites","Pygoplites diacanthus"
"NBDL-HK3SJ4DBPNSNWS","Eukaryota","Chordata","Actinopteri","Syngnathiformes","Dactylopteridae","Dactyloptena","Dactyloptena peterseni"
"NBDL-HK3RX9CXJZM9GV","Eukaryota","Chordata","Actinopteri","Perciformes","Triglidae","Lepidotrigla","Lepidotrigla calodactyla"
"NBDL-HK3QQM0HQ1GKXH","Eukaryota","Chordata","Actinopteri","Acanthuriformes","Nemipteridae","Parascolopsis","Parascolopsis rufomaculatus"
"NBDL-HK3SZKVCNDSBVF","Eukaryota","Chordata","Actinopteri","Acropomatiformes","Pentacerotidae","Zanclistius","Zanclistius elevatus"
"NBDL-HK3RC4ECQA7DAC","Eukaryota","Chordata","Actinopteri","Perciformes","Platycephalidae","Inegocia","Inegocia japonica"
"NBDL-HZ4562DDHMV302","Eukaryota","Chordata","Actinopteri","Blenniiformes","Pseudochromidae","Pseudoplesiops","Pseudoplesiops wassi"
"NBDL-HK3RX9DMMZQ2ZF","Eukaryota","Chordata","Actinopteri","Trachichthyiformes","Trachichthyidae","Hoplostethus","Hoplostethus mediterraneus"
"NBDL-HZ4562ERPQ1GV3","Eukaryota","Chordata","Actinopteri","Gobiiformes","Apogonidae","Vincentia","Vincentia novaehollandiae"
"NBDL-HR5S2B0BN36XJ6","Eukaryota","Chordata","Actinopteri","Acanthuriformes","Acanthuridae","Naso","Naso brevirostris"
"NBDL-HRXJ1RFXJ7FYNC","Eukaryota","Chordata","Actinopteri","Labriformes","Labridae","Choerodon","Choerodon frenatus"
"NBDL-J1XVBWBXKR4RWN","Eukaryota","Chordata","Actinopteri","Syngnathiformes","Syngnathidae","Halicampus","Halicampus boothae"
"NBDL-HZ45629DHMG4N0","Eukaryota","Chordata","Actinopteri","Gobiiformes","Gobiidae","Nemateleotris","Nemateleotris magnifica"
"NBDL-HR5SFNXYMTSGAS","Eukaryota","Chordata","Actinopteri","Blenniiformes","Pomacentridae","Amblyglyphidodon","Amblyglyphidodon curacao"
"NBDL-HXDQPBAAKQ523K","Eukaryota","Chordata","Actinopteri","Carangiformes","Soleidae","Soleichthys","Soleichthys maculosus"
"NBDL-HK3SDG8CN3SZ16","Eukaryota","Chordata","Actinopteri","Lophiiformes","Oneirodidae","Chaenophryne","Chaenophryne draco"
"NBDL-HXDQPBJFNMGV0K","Eukaryota","Chordata","Actinopteri","Gadiformes","Euclichthyidae","Euclichthys","Euclichthys microdorsalis"
"NBDL-HZ4562AQMMQ4KD","Eukaryota","Chordata","Actinopteri","Perciformes","Synanceiidae","Synanceia","Synanceia verrucosa"
"NBDL-HK3PGJAPPRBE56","Eukaryota","Chordata","Elasmobranchii","Orectolobiformes","Orectolobidae","Orectolobus","Orectolobus maculatus"
"NBDL-HR5S2B1SH37KDY","Eukaryota","Chordata","Actinopteri","Gobiiformes","Gobiidae","Ptereleotris","Ptereleotris evides"
"NBDL-HZ4562DCQMV0PE","Eukaryota","Chordata","Actinopteri","Beryciformes","Holocentridae","Sargocentron","Sargocentron ittodai"
"NBDL-HR5S2AW6K4QZ54","Eukaryota","Chordata","Actinopteri","Labriformes","Pinguipedidae","Parapercis","Parapercis ramsayi"
"NBDL-HZ45626RJQND6Z","Eukaryota","Chordata","Actinopteri","Scombriformes","Scombridae","Thunnus","Thunnus albacares"
"NBDL-HK4A8AF7KAHV0W","Eukaryota","Chordata","Actinopteri","Acanthuriformes","Siganidae","Siganus","Siganus fuscescens"
"NBDL-HR5S2B3YP34TJ7","Eukaryota","Chordata","Actinopteri","Labriformes","Labridae","Thalassoma","Thalassoma hardwicke"
"NBDL-HK3QD0RTMSAF8Y","Eukaryota","Chordata","Elasmobranchii","Carcharhiniformes","Atelomycteridae","Atelomycterus","Atelomycterus fasciatus"
"NBDL-HK4A8AE9QAGSM4","Eukaryota","Chordata","Actinopteri","Ophidiiformes","Carapidae","Onuxodon","Onuxodon fowleri"
"NBDL-HK4AMQXZKC9P0E","Eukaryota","Chordata","Actinopteri","Gobiiformes","Apogonidae","Pseudamia","Pseudamia gelatinosa"
"NBDL-HK3PNASTMRVF9E","Eukaryota","Chordata","Elasmobranchii","Squaliformes","Etmopteridae","Etmopterus","Etmopterus unicolor"
"NBDL-HK4B09FKQBJYKC","Eukaryota","Chordata","Actinopteri","Anguilliformes","Ophichthidae","Callechelys","Callechelys marmorata"
"NBDL-HK3R7JSBN14G9P","Eukaryota","Chordata","Actinopteri","Argentiniformes","Opisthoproctidae","Monacoa","Monacoa griseus"
"NBDL-J1XVBWPJHT94XZ","Eukaryota","Chordata","Actinopteri","Mugiliformes","Mugilidae","Myxus","Myxus elongatus"
"NBDL-HK3SDG6DP31YJS","Eukaryota","Chordata","Actinopteri","Aulopiformes","Evermannellidae","Evermannella","Evermannella balbo"
"NBDL-JFE9FMG7GG5AA6","Eukaryota","Chordata","Actinopteri","Carangiformes","Carangidae","Naucrates","Naucrates ductor"
"NBDL-HK3Q0HASJJA7P2","Eukaryota","Chordata","Elasmobranchii","Rajiformes","Rajidae","Dentiraja","Dentiraja healdi"
"NBDL-HK3SMQDKKSAEYT","Eukaryota","Chordata","Actinopteri","Acanthuriformes","Latilidae","Branchiostegus","Branchiostegus serratus"
"NBDL-HHG28F08KBQ2YM","Eukaryota","Chordata","Actinopteri","Tetraodontiformes","Tetraodontidae","Canthigaster","Canthigaster flavoreticulata"
"NBDL-HK3PNAQYKR23AD","Eukaryota","Chordata","Elasmobranchii","Carcharhiniformes","Carcharhinidae","Carcharhinus","Carcharhinus sorrah"
"NBDL-HK3Q46X0JWC46Y","Eukaryota","Chordata","Elasmobranchii","Myliobatiformes","Dasyatidae","Pateobatis","Pateobatis fai"
"NBDL-HR5SFP0NPM8VBB","Eukaryota","Chordata","Actinopteri","Acropomatiformes","Polyprionidae","Polyprion","Polyprion americanus"
"NBDL-J1XVBWSKMV6V4G","Eukaryota","Chordata","Actinopteri","Gobiiformes","Apogonidae","Ostorhinchus","Ostorhinchus rueppellii"
"NBDL-J1XVBWCHGR9WC2","Eukaryota","Chordata","Actinopteri","Acanthuriformes","Priacanthidae","Heteropriacanthus","Heteropriacanthus carolinus"
"NBDL-HRXJ1RH9H7ZP9Q","Eukaryota","Chordata","Actinopteri","Blenniiformes","Pomacentridae","Pomacentrus","Pomacentrus moluccensis"
"NBDL-HR5SFNW7JTVCDN","Eukaryota","Chordata","Actinopteri","Tetraodontiformes","Tetraodontidae","Canthigaster","Canthigaster valentini"
"NBDL-HK3S2V6TN9SY23","Eukaryota","Chordata","Actinopteri","Perciformes","Scorpaenidae","Scorpaenopsis","Scorpaenopsis neglecta"
"NBDL-HHG28F1AQBHHSC","Eukaryota","Chordata","Actinopteri","Stomiiformes","Sternoptychidae","Sternoptyx","Sternoptyx pseudodiaphana"
"NBDL-HK3QQM2GJ1QMGR","Eukaryota","Chordata","Elasmobranchii","Carcharhiniformes","Pentanchidae","Apristurus","Apristurus ovicorrugatus"
"NBDL-HR5SFNX2MTSQW9","Eukaryota","Chordata","Actinopteri","Mugiliformes","Ambassidae","Ambassis","Ambassis jacksoniensis"
"NBDL-HXDQPBAVNQ5NG7","Eukaryota","Chordata","Actinopteri","Carangiformes","Soleidae","Soleichthys","Soleichthys microcephalus"
"NBDL-HK4A8AEGHAKH38","Eukaryota","Chordata","Actinopteri","Perciformes","Epinephelidae","Epinephelus","Epinephelus rankini"
